Serial Number:20719195 --,,,
,,,
"Date Time, GMT -0800","Temp, (*C)",mV,pH
3/3/20 11:01,23.29,-83.77,7.97
3/3/20 11:01,23.29,-83.71,7.96
3/3/20 11:01,23.29,-83.66,7.96
3/3/20 11:01,23.29,-83.67,7.96
3/3/20 11:01,23.29,-83.66,7.96
3/3/20 11:01,23.29,-83.67,7.96
3/3/20 11:01,23.29,-83.67,7.96
3/3/20 11:01,23.29,-83.67,7.96
3/3/20 11:01,23.29,-83.74,7.96
3/3/20 11:01,23.29,-83.67,7.96
3/3/20 11:01,23.29,-83.67,7.96
3/3/20 11:01,23.32,-83.67,7.96
3/3/20 11:02,23.32,-85.67,8
3/3/20 11:02,23.32,-83.72,7.96
3/3/20 11:02,23.32,-83.69,7.96
3/3/20 11:02,23.32,-83.72,7.96
3/3/20 11:02,23.32,-83.71,7.96
3/3/20 11:02,23.32,-83.69,7.96
3/3/20 11:02,23.32,-83.69,7.96
3/3/20 11:02,23.32,-83.69,7.96
3/3/20 11:02,23.32,-83.66,7.96
3/3/20 11:02,23.32,-83.67,7.96
3/3/20 11:02,23.32,-83.71,7.96
3/3/20 11:02,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.72,7.96
3/3/20 11:03,23.34,-83.72,7.96
3/3/20 11:03,23.34,-83.71,7.96
3/3/20 11:03,23.34,-83.72,7.96
3/3/20 11:03,23.34,-83.72,7.96
3/3/20 11:03,23.34,-83.72,7.96
3/3/20 11:03,23.34,-83.72,7.96
3/3/20 11:04,23.34,-83.72,7.96
3/3/20 11:04,23.36,-83.71,7.96
3/3/20 11:04,23.36,-83.63,7.96
3/3/20 11:04,23.36,-83.67,7.96
3/3/20 11:04,23.36,-83.69,7.96
3/3/20 11:04,23.36,-83.74,7.96
3/3/20 11:04,23.36,-83.8,7.97
3/3/20 11:04,23.36,-83.77,7.97
3/3/20 11:04,23.36,-83.78,7.97
3/3/20 11:04,23.36,-83.74,7.96
3/3/20 11:04,23.36,-83.74,7.96
3/3/20 11:04,23.36,-83.74,7.96
3/3/20 11:05,23.36,-83.75,7.96
3/3/20 11:05,23.36,-83.75,7.96
3/3/20 11:05,23.36,-83.71,7.96
3/3/20 11:05,23.36,-83.69,7.96
3/3/20 11:05,23.36,-83.67,7.96
3/3/20 11:05,23.39,-83.66,7.96
3/3/20 11:05,23.39,-83.66,7.96
3/3/20 11:05,23.39,-83.64,7.96
3/3/20 11:05,23.41,-83.63,7.96
3/3/20 11:05,23.41,-83.61,7.96
3/3/20 11:05,23.41,-83.6,7.96
3/3/20 11:05,23.44,-83.6,7.96
3/3/20 11:06,23.44,-83.6,7.96
3/3/20 11:06,23.46,-83.57,7.96
3/3/20 11:06,23.46,-83.57,7.96
3/3/20 11:06,23.46,-83.55,7.96
3/3/20 11:06,23.48,-83.53,7.96
3/3/20 11:06,23.48,-83.52,7.96
3/3/20 11:06,23.51,-83.5,7.96
3/3/20 11:06,23.51,-83.5,7.96
3/3/20 11:06,23.53,-83.49,7.96
3/3/20 11:06,23.53,-83.47,7.96
3/3/20 11:06,23.56,-83.46,7.96
3/3/20 11:06,23.56,-83.46,7.96
3/3/20 11:07,23.58,-83.44,7.96
3/3/20 11:07,23.58,-83.44,7.96
3/3/20 11:07,23.6,-83.42,7.96
3/3/20 11:07,23.6,-83.41,7.96
3/3/20 11:07,23.63,-83.41,7.96
3/3/20 11:07,23.65,-83.39,7.96
3/3/20 11:07,23.65,-83.39,7.96
3/3/20 11:07,23.68,-83.38,7.96
3/3/20 11:07,23.68,-83.36,7.96
3/3/20 11:07,23.7,-83.36,7.96
3/3/20 11:07,23.72,-83.35,7.96
3/3/20 11:07,23.72,-83.35,7.96
3/3/20 11:08,23.75,-83.35,7.96
3/3/20 11:08,23.77,-83.33,7.96
3/3/20 11:08,23.77,-83.33,7.96
3/3/20 11:08,23.8,-83.32,7.96
3/3/20 11:08,23.8,-83.32,7.96
3/3/20 11:08,23.82,-83.32,7.96
3/3/20 11:08,23.85,-83.32,7.96
3/3/20 11:08,23.85,-83.28,7.96
3/3/20 11:08,23.87,-83.28,7.96
3/3/20 11:08,23.87,-83.28,7.96
3/3/20 11:08,23.89,-83.27,7.95
3/3/20 11:08,23.89,-83.27,7.95
3/3/20 11:09,23.92,-83.27,7.95
3/3/20 11:09,23.92,-83.25,7.95
3/3/20 11:09,23.94,-83.25,7.95
3/3/20 11:09,23.94,-83.25,7.95
3/3/20 11:09,23.94,-83.24,7.95
3/3/20 11:09,23.97,-83.24,7.95
3/3/20 11:09,23.97,-83.24,7.95
3/3/20 11:09,23.97,-83.22,7.95
3/3/20 11:09,23.99,-83.22,7.95
3/3/20 11:09,23.99,-83.22,7.95
3/3/20 11:09,24.01,-83.21,7.95
3/3/20 11:09,24.01,-83.21,7.95
3/3/20 11:10,24.01,-83.21,7.95
3/3/20 11:10,24.01,-83.19,7.95
3/3/20 11:10,24.04,-83.19,7.95
3/3/20 11:10,24.04,-83.17,7.95
3/3/20 11:10,24.04,-83.16,7.95
3/3/20 11:10,24.06,-83.16,7.95
3/3/20 11:10,24.06,-83.16,7.95
3/3/20 11:10,24.06,-83.16,7.95
3/3/20 11:10,24.09,-83.14,7.95
3/3/20 11:10,24.09,-83.14,7.95
3/3/20 11:10,24.09,-83.14,7.95
3/3/20 11:10,24.11,-83.14,7.95
3/3/20 11:11,24.11,-83.13,7.95
3/3/20 11:11,24.11,-83.13,7.95
3/3/20 11:11,24.13,-83.11,7.95
3/3/20 11:11,24.13,-83.11,7.95
3/3/20 11:11,24.13,-83.11,7.95
3/3/20 11:11,24.16,-83.1,7.95
3/3/20 11:11,24.16,-83.1,7.95
3/3/20 11:11,24.16,-83.1,7.95
3/3/20 11:11,24.18,-83.08,7.95
3/3/20 11:11,24.18,-83.08,7.95
3/3/20 11:11,24.18,-83.08,7.95
3/3/20 11:11,24.18,-83.16,7.95
3/3/20 11:12,24.21,-83.58,7.96
3/3/20 11:12,24.21,-83.25,7.95
3/3/20 11:12,24.21,-83.13,7.95
3/3/20 11:12,24.23,-83.08,7.95
3/3/20 11:12,24.23,-83.08,7.95
3/3/20 11:12,24.23,-83.11,7.95
3/3/20 11:12,24.23,-83.08,7.95
3/3/20 11:12,24.25,-83.07,7.95
3/3/20 11:12,24.25,-83.05,7.95
3/3/20 11:12,24.25,-83.05,7.95
3/3/20 11:12,24.25,-83.03,7.95
3/3/20 11:12,24.25,-83.03,7.95
3/3/20 11:13,24.28,-83.05,7.95
3/3/20 11:13,24.28,-83.03,7.95
3/3/20 11:13,24.28,-83.03,7.95
3/3/20 11:13,24.28,-83.03,7.95
3/3/20 11:13,24.28,-83.02,7.95
3/3/20 11:13,24.28,-83.02,7.95
3/3/20 11:13,24.3,-83.02,7.95
3/3/20 11:13,24.3,-83.02,7.95
3/3/20 11:13,24.3,-83.02,7.95
3/3/20 11:13,24.3,-83.02,7.95
3/3/20 11:13,24.3,-83,7.95
3/3/20 11:13,24.3,-83,7.95
3/3/20 11:14,24.3,-83,7.95
3/3/20 11:14,24.33,-83,7.95
3/3/20 11:14,24.33,-83,7.95
3/3/20 11:14,24.33,-83,7.95
3/3/20 11:14,24.33,-83,7.95
3/3/20 11:14,24.33,-82.99,7.95
3/3/20 11:14,24.33,-83,7.95
3/3/20 11:14,24.33,-82.99,7.95
3/3/20 11:14,24.33,-83,7.95
3/3/20 11:14,24.35,-82.99,7.95
3/3/20 11:14,24.35,-82.99,7.95
3/3/20 11:14,24.35,-83,7.95
3/3/20 11:15,24.35,-82.99,7.95
3/3/20 11:15,24.35,-82.99,7.95
3/3/20 11:15,24.35,-83,7.95
3/3/20 11:15,24.35,-82.99,7.95
3/3/20 11:15,24.35,-83,7.95
3/3/20 11:15,24.35,-83,7.95
3/3/20 11:15,24.38,-82.99,7.95
3/3/20 11:15,24.38,-82.99,7.95
3/3/20 11:15,24.38,-82.99,7.95
3/3/20 11:15,24.38,-83,7.95
3/3/20 11:15,24.38,-83,7.95
3/3/20 11:15,24.38,-83,7.95
3/3/20 11:16,24.38,-83,7.95
3/3/20 11:16,24.38,-82.99,7.95
3/3/20 11:16,24.38,-82.99,7.95
3/3/20 11:16,24.4,-82.99,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:16,24.4,-82.99,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:16,24.4,-83,7.95
3/3/20 11:17,24.4,-83,7.95
3/3/20 11:17,24.4,-83,7.95
3/3/20 11:17,24.4,-83,7.95
3/3/20 11:17,24.4,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:17,24.42,-83,7.95
3/3/20 11:18,24.42,-83,7.95
3/3/20 11:18,24.42,-83,7.95
3/3/20 11:18,24.42,-83,7.95
3/3/20 11:18,24.42,-83,7.95
3/3/20 11:18,24.42,-83,7.95
3/3/20 11:18,24.42,-83.02,7.95
3/3/20 11:18,24.45,-83.02,7.95
3/3/20 11:18,24.45,-83,7.95
3/3/20 11:18,24.45,-83.02,7.95
3/3/20 11:18,24.45,-83,7.95
3/3/20 11:18,24.45,-83,7.95
3/3/20 11:18,24.45,-83,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:19,24.45,-83.02,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:19,24.45,-83.02,7.95
3/3/20 11:19,24.45,-83.02,7.95
3/3/20 11:19,24.45,-83.02,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:19,24.45,-83.02,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:19,24.45,-83,7.95
3/3/20 11:20,24.45,-83,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.03,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:20,24.45,-83.02,7.95
3/3/20 11:21,24.45,-83.02,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.02,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:21,24.45,-83.05,7.95
3/3/20 11:21,24.45,-83.03,7.95
3/3/20 11:22,24.45,-83.03,7.95
3/3/20 11:22,24.45,-83.05,7.95
3/3/20 11:22,24.47,-83.05,7.95
3/3/20 11:22,24.47,-83.05,7.95
3/3/20 11:22,24.47,-83.05,7.95
3/3/20 11:22,24.47,-83.05,7.95
3/3/20 11:22,24.47,-83.07,7.95
3/3/20 11:22,24.47,-83.05,7.95
3/3/20 11:22,24.47,-83.07,7.95
3/3/20 11:22,24.47,-83.07,7.95
3/3/20 11:22,24.47,-83.07,7.95
3/3/20 11:22,24.47,-83.07,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.08,7.95
3/3/20 11:23,24.47,-83.1,7.95
3/3/20 11:23,24.47,-83.1,7.95
3/3/20 11:23,24.47,-83.1,7.95
3/3/20 11:23,24.47,-83.1,7.95
3/3/20 11:23,24.47,-83.1,7.95
3/3/20 11:24,24.47,-83.11,7.95
3/3/20 11:24,24.47,-83.11,7.95
3/3/20 11:24,24.47,-83.11,7.95
3/3/20 11:24,24.47,-83.11,7.95
3/3/20 11:24,24.47,-83.13,7.95
3/3/20 11:24,24.47,-83.13,7.95
3/3/20 11:24,24.47,-83.13,7.95
3/3/20 11:24,24.45,-83.13,7.95
3/3/20 11:24,24.45,-83.13,7.95
3/3/20 11:24,24.45,-83.13,7.95
3/3/20 11:24,24.45,-83.13,7.95
3/3/20 11:24,24.45,-83.14,7.95
3/3/20 11:25,24.45,-83.14,7.95
3/3/20 11:25,24.45,-83.14,7.95
3/3/20 11:25,24.45,-83.14,7.95
3/3/20 11:25,24.45,-83.16,7.95
3/3/20 11:25,24.45,-83.16,7.95
3/3/20 11:25,24.45,-83.16,7.95
3/3/20 11:25,24.45,-83.16,7.95
3/3/20 11:25,24.45,-83.16,7.95
3/3/20 11:25,24.45,-83.16,7.95
3/3/20 11:25,24.45,-83.17,7.95
3/3/20 11:25,24.45,-83.17,7.95
3/3/20 11:25,24.45,-83.17,7.95
3/3/20 11:26,24.45,-83.17,7.95
3/3/20 11:26,24.45,-83.19,7.95
3/3/20 11:26,24.45,-83.19,7.95
3/3/20 11:26,24.45,-83.19,7.95
3/3/20 11:26,24.45,-83.19,7.95
3/3/20 11:26,24.45,-83.19,7.95
3/3/20 11:26,24.42,-83.19,7.95
3/3/20 11:26,24.42,-83.21,7.95
3/3/20 11:26,24.42,-83.21,7.95
3/3/20 11:26,24.42,-83.21,7.95
3/3/20 11:26,24.42,-83.21,7.95
3/3/20 11:26,24.42,-83.22,7.95
3/3/20 11:27,24.42,-83.22,7.95
3/3/20 11:27,24.42,-83.24,7.95
3/3/20 11:27,24.42,-83.24,7.95
3/3/20 11:27,24.42,-83.24,7.95
3/3/20 11:27,24.42,-83.24,7.95
3/3/20 11:27,24.42,-83.28,7.95
3/3/20 11:27,24.42,-83.25,7.95
3/3/20 11:27,24.42,-83.25,7.95
3/3/20 11:27,24.42,-83.27,7.95
3/3/20 11:27,24.42,-83.27,7.95
3/3/20 11:27,24.42,-83.27,7.95
3/3/20 11:27,24.42,-83.27,7.95
3/3/20 11:28,24.4,-83.28,7.95
3/3/20 11:28,24.4,-83.27,7.95
3/3/20 11:28,24.4,-83.28,7.95
3/3/20 11:28,24.4,-83.28,7.95
3/3/20 11:28,24.4,-83.28,7.95
3/3/20 11:28,24.4,-83.3,7.95
3/3/20 11:28,24.4,-83.3,7.95
3/3/20 11:28,24.4,-83.3,7.95
3/3/20 11:28,24.4,-83.3,7.95
3/3/20 11:28,24.4,-83.32,7.95
3/3/20 11:28,24.4,-83.32,7.95
3/3/20 11:28,24.4,-83.32,7.95
3/3/20 11:29,24.4,-83.32,7.95
3/3/20 11:29,24.4,-83.33,7.95
3/3/20 11:29,24.4,-83.33,7.95
3/3/20 11:29,24.4,-83.33,7.95
3/3/20 11:29,24.38,-83.33,7.95
3/3/20 11:29,24.38,-83.35,7.95
3/3/20 11:29,24.38,-83.35,7.95
3/3/20 11:29,24.38,-83.35,7.95
3/3/20 11:29,24.38,-83.35,7.95
3/3/20 11:29,24.38,-83.35,7.95
3/3/20 11:29,24.38,-83.36,7.95
3/3/20 11:29,24.38,-83.36,7.95
3/3/20 11:30,24.38,-83.36,7.95
3/3/20 11:30,24.38,-83.36,7.95
3/3/20 11:30,24.38,-83.38,7.96
3/3/20 11:30,24.38,-83.38,7.96
3/3/20 11:30,24.38,-83.38,7.96
3/3/20 11:30,24.38,-83.38,7.96
3/3/20 11:30,24.35,-83.39,7.96
3/3/20 11:30,24.35,-83.39,7.96
3/3/20 11:30,24.35,-83.39,7.96
3/3/20 11:30,24.35,-83.39,7.96
3/3/20 11:30,24.35,-83.39,7.96
3/3/20 11:30,24.35,-83.41,7.96
3/3/20 11:31,24.35,-83.41,7.96
3/3/20 11:31,24.35,-83.41,7.96
3/3/20 11:31,24.35,-83.41,7.96
3/3/20 11:31,24.35,-83.41,7.96
3/3/20 11:31,24.35,-83.41,7.96
3/3/20 11:31,24.35,-83.42,7.96
3/3/20 11:31,24.35,-83.42,7.96
3/3/20 11:31,24.33,-83.42,7.96
3/3/20 11:31,24.33,-83.42,7.96
3/3/20 11:31,24.33,-83.44,7.96
3/3/20 11:31,24.33,-83.44,7.96
3/3/20 11:31,24.33,-83.44,7.96
3/3/20 11:32,24.33,-83.44,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.46,7.96
3/3/20 11:32,24.33,-83.47,7.96
3/3/20 11:32,24.3,-83.46,7.96
3/3/20 11:32,24.3,-83.47,7.96
3/3/20 11:32,24.3,-83.47,7.96
3/3/20 11:33,24.3,-83.47,7.96
