"Plot Title: 20739331"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20739331, SEN S/N: 20739331)","Specific Conductance, μS/cm (LGR S/N: 20739331)","Salinity, ppt (LGR S/N: 20739331)"
86,03/05/20 05:19:18 PM,21.70,0.0,0.0123
87,03/05/20 05:19:28 PM,21.71,0.0,0.0123
88,03/05/20 05:19:38 PM,21.66,0.0,0.0123
89,03/05/20 05:19:48 PM,21.66,0.0,0.0123
90,03/05/20 05:19:58 PM,21.63,0.0,0.0123
91,03/05/20 05:20:08 PM,21.65,0.0,0.0123
92,03/05/20 05:20:18 PM,21.62,0.0,0.0123
93,03/05/20 05:20:28 PM,21.58,0.0,0.0123
94,03/05/20 05:20:38 PM,21.57,0.0,0.0123
95,03/05/20 05:20:48 PM,21.56,0.0,0.0123
96,03/05/20 05:20:58 PM,21.52,0.0,0.0123
97,03/05/20 05:21:08 PM,21.52,0.0,0.0123
98,03/05/20 05:21:18 PM,21.50,0.0,0.0123
99,03/05/20 05:21:28 PM,21.48,0.0,0.0123
100,03/05/20 05:21:38 PM,21.46,0.0,0.0123
101,03/05/20 05:21:48 PM,21.45,0.0,0.0123
102,03/05/20 05:21:58 PM,21.45,0.0,0.0123
103,03/05/20 05:22:08 PM,21.46,0.0,0.0123
104,03/05/20 05:22:18 PM,21.45,0.0,0.0123
105,03/05/20 05:22:28 PM,21.46,0.0,0.0123
106,03/05/20 05:22:38 PM,21.45,0.0,0.0123
107,03/05/20 05:22:48 PM,21.43,0.0,0.0123
108,03/05/20 05:22:58 PM,21.42,0.0,0.0123
109,03/05/20 05:23:08 PM,21.41,0.0,0.0123
110,03/05/20 05:23:18 PM,21.41,0.0,0.0123
111,03/05/20 05:23:28 PM,21.39,0.0,0.0123
112,03/05/20 05:23:38 PM,21.38,0.0,0.0123
113,03/05/20 05:23:48 PM,21.37,0.0,0.0123
114,03/05/20 05:23:58 PM,21.38,0.0,0.0123
115,03/05/20 05:24:08 PM,21.36,0.0,0.0123
116,03/05/20 05:24:18 PM,21.36,0.0,0.0123
117,03/05/20 05:24:28 PM,21.34,0.0,0.0123
118,03/05/20 05:24:38 PM,21.34,0.0,0.0123
119,03/05/20 05:24:48 PM,21.34,0.0,0.0123
120,03/05/20 05:24:58 PM,21.34,0.0,0.0123
121,03/05/20 05:25:08 PM,21.33,0.0,0.0123
122,03/05/20 05:25:18 PM,21.31,0.0,0.0123
123,03/05/20 05:25:28 PM,21.28,0.0,0.0123
124,03/05/20 05:25:38 PM,21.28,0.0,0.0123
125,03/05/20 05:25:48 PM,21.28,0.0,0.0123
126,03/05/20 05:25:58 PM,21.27,0.0,0.0123
127,03/05/20 05:26:08 PM,21.26,0.0,0.0123
128,03/05/20 05:26:18 PM,21.23,0.0,0.0123
129,03/05/20 05:26:28 PM,21.23,0.0,0.0123
130,03/05/20 05:26:38 PM,21.24,0.0,0.0123
131,03/05/20 05:26:48 PM,21.23,0.0,0.0123
132,03/05/20 05:26:58 PM,21.22,0.0,0.0123
133,03/05/20 05:27:08 PM,21.21,0.0,0.0123
134,03/05/20 05:27:18 PM,21.21,0.0,0.0123
135,03/05/20 05:27:28 PM,21.21,0.0,0.0123
136,03/05/20 05:27:38 PM,21.21,0.0,0.0123
137,03/05/20 05:27:48 PM,21.22,0.0,0.0123
138,03/05/20 05:27:58 PM,21.19,0.0,0.0123
139,03/05/20 05:28:08 PM,21.18,0.0,0.0123
140,03/05/20 05:28:18 PM,21.19,0.0,0.0123
141,03/05/20 05:28:28 PM,21.17,0.0,0.0123
142,03/05/20 05:28:38 PM,21.17,0.0,0.0123
143,03/05/20 05:28:48 PM,21.14,0.0,0.0123
144,03/05/20 05:28:58 PM,21.14,0.0,0.0123
145,03/05/20 05:29:08 PM,21.19,0.0,0.0123
146,03/05/20 05:29:18 PM,21.18,0.0,0.0123
147,03/05/20 05:29:28 PM,21.78,0.0,0.0123
148,03/05/20 05:29:38 PM,21.78,0.0,0.0123
149,03/05/20 05:29:48 PM,21.82,0.0,0.0123
150,03/05/20 05:29:58 PM,21.87,0.0,0.0123
151,03/05/20 05:30:08 PM,21.90,0.0,0.0123
152,03/05/20 05:30:18 PM,21.91,0.0,0.0123
153,03/05/20 05:30:28 PM,21.91,0.0,0.0123
