"Plot Title: 20739331"
"#","Date Time, GMT-08:00","High Range, μS/cm (LGR S/N: 20739331, SEN S/N: 20739331)","Temp, °C (LGR S/N: 20739331, SEN S/N: 20739331)"
94,03/05/20 05:20:38 PM,0.0,21.57
95,03/05/20 05:20:48 PM,0.0,21.56
96,03/05/20 05:20:58 PM,0.0,21.52
97,03/05/20 05:21:08 PM,0.0,21.52
98,03/05/20 05:21:18 PM,0.0,21.50
99,03/05/20 05:21:28 PM,0.0,21.48
100,03/05/20 05:21:38 PM,0.0,21.46
101,03/05/20 05:21:48 PM,0.0,21.45
102,03/05/20 05:21:58 PM,0.0,21.45
103,03/05/20 05:22:08 PM,0.0,21.46
104,03/05/20 05:22:18 PM,0.0,21.45
105,03/05/20 05:22:28 PM,0.0,21.46
106,03/05/20 05:22:38 PM,0.0,21.45
107,03/05/20 05:22:48 PM,0.0,21.43
108,03/05/20 05:22:58 PM,0.0,21.42
109,03/05/20 05:23:08 PM,0.0,21.41
110,03/05/20 05:23:18 PM,0.0,21.41
111,03/05/20 05:23:28 PM,0.0,21.39
112,03/05/20 05:23:38 PM,0.0,21.38
113,03/05/20 05:23:48 PM,0.0,21.37
114,03/05/20 05:23:58 PM,0.0,21.38
115,03/05/20 05:24:08 PM,0.0,21.36
116,03/05/20 05:24:18 PM,0.0,21.36
117,03/05/20 05:24:28 PM,0.0,21.34
118,03/05/20 05:24:38 PM,0.0,21.34
119,03/05/20 05:24:48 PM,0.0,21.34
120,03/05/20 05:24:58 PM,0.0,21.34
121,03/05/20 05:25:08 PM,0.0,21.33
122,03/05/20 05:25:18 PM,0.0,21.31
123,03/05/20 05:25:28 PM,0.0,21.28
124,03/05/20 05:25:38 PM,0.0,21.28
125,03/05/20 05:25:48 PM,0.0,21.28
126,03/05/20 05:25:58 PM,0.0,21.27
127,03/05/20 05:26:08 PM,0.0,21.26
128,03/05/20 05:26:18 PM,0.0,21.23
129,03/05/20 05:26:28 PM,0.0,21.23
130,03/05/20 05:26:38 PM,0.0,21.24
131,03/05/20 05:26:48 PM,0.0,21.23
132,03/05/20 05:26:58 PM,0.0,21.22
133,03/05/20 05:27:08 PM,0.0,21.21
134,03/05/20 05:27:18 PM,0.0,21.21
135,03/05/20 05:27:28 PM,0.0,21.21
136,03/05/20 05:27:38 PM,0.0,21.21
137,03/05/20 05:27:48 PM,0.0,21.22
138,03/05/20 05:27:58 PM,0.0,21.19
139,03/05/20 05:28:08 PM,0.0,21.18
140,03/05/20 05:28:18 PM,0.0,21.19
141,03/05/20 05:28:28 PM,0.0,21.17
142,03/05/20 05:28:38 PM,0.0,21.17
143,03/05/20 05:28:48 PM,0.0,21.14
144,03/05/20 05:28:58 PM,0.0,21.14
145,03/05/20 05:29:08 PM,0.0,21.19
146,03/05/20 05:29:18 PM,0.0,21.18
147,03/05/20 05:29:28 PM,0.0,21.78
148,03/05/20 05:29:38 PM,0.0,21.78
149,03/05/20 05:29:48 PM,0.0,21.82
150,03/05/20 05:29:58 PM,0.0,21.87
151,03/05/20 05:30:08 PM,0.0,21.90
152,03/05/20 05:30:18 PM,0.0,21.91
153,03/05/20 05:30:28 PM,0.0,21.91
